ID	IRAC_Designation	MIPS_Designation	MCPS_ID	IRSF_ID	IRAC_ID	MIPS_ID	OGLE_ID	RA	DEC	U	U_ERR	B	B_ERR	V	V_ERR	I	I_ERR	J	J_ERR	H	H_ERR	K	K_ERR	[3.6]	3.6ERR	[4.5]	4.5ERR	[5.8]	5.8ERR	[8.0]	8.0ERR	[24]	24ERR	ObjId	SSId	NAME	SpClass	RAJ2000	DEJ2000	AOR	PID	PI	Umag	Bmag	Vmag	Imag	OGLE3ID	<Vmag>	<Imag>	IAmp	Per	2MASS	J2mag	H2mag	Ks2mag	IRSF	Jmag	Hmag	Ksmag	IRAC	[3.6]2	[4.5]2	[5.8]2	[8.0]2	F3.6	F4.5	F5.8	F8.0	MIPS24	[24]	F24	MIPS70	[70]	F70	MIPS160	[160]	F160	HERSCHEL	RAHdeg	DEHdeg	F100P	F160P	F250S	F350S	F500S	mbolph	mbolMcD	TeffMcD	Flag	SSID	Name	SSTISAGE	MACHO	Per.1	Per2	u_Per	OGLE	PerO	Class	RAJ2000.1	DEJ2000.1
37154	SSTISAGEMA_J054310.86-672728.0	SSTM1SAGE1_J054310.86-672727.9	121444158	1013118631	1541931434	1529265465	0	85.79528	-67.457782	18.68	0.097	16.902	0.025	15.113	0.017	13.074	0.103	11.87	0.01	11.07	0.01	10.81	0.01	10.489	0.023	10.14	0.023	9.52	0.022	7.835	0.021	4.344	0.007	177	177	       IRAS F05432-6728	   OPAGB	85.7953	-67.4579	22443520	40159	      Kemper	18.68	16.902	15.113	13.074						2MASS J05431084-6727281	11.903	11.018	10.819	05431085-6727282	11.87	11.07	10.81	SSTISAGEMA J054310.86-672728.0	10.4914	10.1397	9.522	7.8486	0.01787	0.0158	0.0179	0.0471	SSTM1SAGE1 J054310.86-672727.9	4.339	0.1318															-5.11			0	177		MC J054310.86-672728.0							O-PAGB         	05 43 10.87	-67 27 28.42
14456	SSTISAGEMA_J051110.64-661253.7	SSTM1SAGE1_J051110.59-661253.6	116012661	1005059985	1538378230	1529265132	0	77.794334	-66.214935	20.528	0.192	18.416	0.05	16.629	0.033	14.536	0.024	13.29	0.02	12.86	0.01	12.64	0.02	12.13	0.032	11.678	0.03	9.918	0.026	7.382	0.019	3.566	0.006	365	4239	        IRAS 05110-6616	   CPAGB	77.7945	-66.215	25992704	50338	    Matsuura	20.528	18.416	16.629	14.536						2MASS J05111065-6612537	13.295	12.844	12.68	05111066-6612537	13.29	12.86	12.64	SSTISAGEMA J051110.64-661253.7	12.1296	11.6784	9.9195	7.3946	0.003951	0.00383	0.0124	0.0715	SSTM1SAGE1 J051110.59-661253.6	3.5636	0.2692	SSTM2SAGECC J051110.71-661256.4	2.525	76.02												-4.75			0												
21131	SSTISAGEMA_J052043.86-692341.0	SSTM1SAGE1_J052043.86-692341.2	107490378	1007432804	1539501291	1529265526	1600440534	80.18278	-69.394724	17.618	0.07	16.515	0.056	15.075	0.086	13.887	0.051	13.29	0.02	13.02	0.02	12.88	0.02	12.618	0.041	12.373	0.036	11.31	0.026	8.942	0.017	4.434	0.007	443	4336	       IRAS S05211-6926	   CPAGB	80.1831	-69.3949	27985920	50338	    Matsuura	17.618	16.515	15.075	13.887	OGLE-LMC-LPV-43685	15.196	13.977	0.018	74.15	2MASS J05204385-6923403	12.977	12.572	12.385	05204388-6923411	13.29	13.02	12.88	SSTISAGEMA J052043.86-692341.0	12.6198	12.3698	11.3094	8.9516	0.002515	0.002026	0.0034	0.017	SSTM1SAGE1 J052043.86-692341.2	4.4605	0.1179															-4.24			0												
27260	SSTISAGEMA_J052520.76-705007.5	SSTM1SAGE1_J052520.64-705007.4	108382260	1008595177	1540049877	1529265343	1621819942	81.336503	-70.835432	17.562	0.04	16.57	0.03	15.335	0.02	16.252	0.082	13.7	0.02	13.52	0.01	13.43	0.01	13.104	0.037	12.948	0.026	11.237	0.037	8.59	0.022	4.124	0.009	508	4412	       IRAS Z05259-7052	   CPAGB	81.3367	-70.8355	25996032	50338	    Matsuura	17.562	16.57	15.335	16.252	OGLE-LMC-LPV-53645	15.395	14.188	0.018	34.52	2MASS J05252076-7050075	13.612	13.435	13.342	05252076-7050075	13.7	13.52	13.43	SSTISAGEMA J052520.76-705007.5	13.1128	12.9512	11.2365	8.6039	0.001598	0.001186	0.0037	0.0235	SSTM1SAGE1 J052520.64-705007.4	4.119	0.1614															-4.16			0												
302	SSTISAGEMA_J044458.39-703522.6	SSTM1SAGE1_J044458.41-703522.7	101889476	1000274105	1536390181	1529269201	1616996711	71.243294	-70.589621	15.694	0.039	15.787	0.043	15.502	0.026	15.155	0.042	14.74	0.02	14.5	0.02	14.2	0.03	12.302	0.028	11.38	0.032	10.504	0.031	9.347	0.029	7.022	0.02	207	4014		   OPAGB	71.2436	-70.5896	33292288	50092	      Gielen	15.694	15.787	15.502	15.155						2MASS J04445840-7035225	14.668	14.409	14.015	04445840-7035226	14.74	14.5	14.2	SSTISAGEMA J044458.39-703522.6	12.2991	11.385	10.5059	9.3592	0.00338	0.005018	0.0072	0.0117	SSTM1SAGE1 J044458.41-703522.7	7.0309	0.011															-3.18			0												
12313	SSTISAGEMA_J050718.33-690742.9	SSTM1SAGE1_J050718.31-690742.8	119178474	1004125742	1537952909	1529266090	1609330789	76.826413	-69.128591	14.05	0.049	13.744	0.036	13.566	0.042	13.457	0.039	12.88	0.01	12.63	0.01	12.18	0.02	10.508	0.025	9.672	0.018	8.855	0.025	7.777	0.019	5.218	0.009	339	4207	            MSX LMC 130	   OPAGB	76.8267	-69.1287	25991936	50338	    Matsuura	14.05	13.744	13.566	13.457						2MASS J05071833-6907429	12.945	12.699	12.219	05071833-6907429	12.88	12.63	12.18	SSTISAGEMA J050718.33-690742.9	10.5085	9.675	8.852	7.7907	0.01759	0.02424	0.0331	0.0497	SSTM1SAGE1 J050718.31-690742.8	5.1938	0.06															-4.99			0												
37213	SSTISAGEMA_J054312.86-683357.1	SSTM1SAGE1_J054312.82-683356.8	120755369	1013124944	1541934250	1529268215	1630456549	85.803598	-68.565883	16.995	0.035	16.146	0.017	15.785	0.024	14.552	0.022	14.03	0.02	13.57	0.01	13.08	0.02	10.979	0.023	10.133	0.023	9.416	0.024	8.536	0.022	6.609	0.021	747	4754	     OGLE LMC-T2CEP-180	   OPAGB	85.8039	-68.5659	33291776	50092	      Gielen	16.995	16.146	15.785	14.552	OGLE-LMC-T2CEP-180	15.303	14.502	0.461	30.9963	2MASS J05431286-6833571	13.823	13.37	12.931	05431288-6833571	14.03	13.57	13.08	SSTISAGEMA J054312.86-683357.1	10.9858	10.1394	9.4134	8.5495	0.01133	0.01581	0.0197	0.0247	SSTM1SAGE1 J054312.82-683356.8	6.571	0.0169															-3.82			0												
9014	SSTISAGEMA_J050304.95-684024.7	SSTM1SAGE1_J050304.96-684024.8	112837335	1003189357	1537523304	1529267914	1612265712	75.770663	-68.673549	15.655	0.049	15.609	0.027	15.14	0.106	14.432	0.036	14.05	0.02	13.66	0.01	13.46	0.02	11.534	0.034	10.594	0.025	9.733	0.027	8.59	0.022	6.459	0.016					75.77075	-68.6735833																																															29	HV 2281                  	MC J050304.95-684024.7	19.3694.19   	32			T2CEP-029 	31	O-PAGB (RV Tau)	05 03 04.98	-68 40 24.90				
16314	SSTISAGEMA_J051418.09-691234.9	SSTM1SAGE1_J051418.07-691234.9	106376543	1005830547	1538736584	1529267009	1605654940	78.575402	-69.209718	15.837	0.049	14.924	0.04	14.552	0.04	13.853	0.074	13.34	0.01	12.89	0.01	12.29	0.02	10.144	0.032	9.394	0.017	8.669	0.022	7.835	0.018	5.97	0.013					78.575625	-69.2097389																																															73	HV 915                   	MC J051418.09-691234.9	79.5501.13   	97			T2CEP-067 	48	O-PAGB (RV Tau)	05 14 18.15	-69 12 35.06				
19517	SSTISAGEMA_J051845.47-690321.8	SSTM1SAGE1_J051845.47-690321.6	107148165	1006938485	1539267362	1529268621	1600844181	79.689473	-69.056066	15.498	0.051	15.692	0.033	14.794	0.035	14.298	0.046	14.02	0.02	13.62	0.01	13.06	0.02	10.788	0.03	10.14	0.018	9.569	0.027	8.677	0.019	6.79	0.016					79.6894167	-69.0560139																																															85	HV 2444                  	MC J051845.47-690321.8					T2CEP-091 	36	O-PAGB (RV Tau)	05 18 45.46	-69 03 21.65				
26333	SSTISAGEMA_J052519.48-705410.0	SSTM1SAGE1_J052519.49-705409.8	108376582	1008589686	1540047369	1529268238	1621897604	81.3312	-70.90278	16.31	0.037	15.45	0.035	14.973	0.021	14.276	0.03	13.99	0.01	13.57	0.01	13.25	0.02	10.897	0.024	10.119	0.021	9.502	0.021	8.647	0.021	6.618	0.016					81.3313333	-70.9027333																																															107	HV 5829                  	MC J052519.48-705410.0					T2CEP-119 	34	O-PAGB (RV Tau)	05 25 19.52	-70 54 09.84				
29909	SSTISAGEMA_J053150.98-691146.4	SSTM1SAGE1_J053150.99-691146.4	117048155	1010334971	1540818588	1529265768	1623416793	82.962442	-69.196226	14.745	0.129	14.781	0.026	14.299	0.035	13.862	0.039	13.49	0.02	13.15	0.01	12.95	0.01	11.048	0.027	9.906	0.021	8.875	0.021	7.547	0.019	4.833	0.008					82.9625417	-69.1962667																																															131	MACHO 82.8405.15         	MC J053150.98-691146.4	82.8405.15   	93			T2CEP-147 	47	O-PAGB (RV Tau)	05 31 51.01	-69 11 46.56				
35401	SSTISAGEMA_J054000.52-694214.6	SSTM1SAGE1_J054000.59-694216.7	117149039	1012439120	1541649606	1529267720	1627812001	85.002191	-69.70408	15.589	0.176	14.688	0.028	14.312	0.032	13.483	0.068	13.16	0.02	12.73	0.01	12.11	0.01	10.38	0.027	9.595	0.022	8.974	0.026	8.215	0.028	6.366	0.02					85.0019583	-69.704125																																															161	MACHO 81.9728.14         	MC J054000.52-694214.6	81.9728.14   	47			T2CEP-174 	47	O-PAGB (RV Tau)	05 40 00.47	-69 42 14.85				
40975	SSTISAGEMA_J055122.52-695351.4	SSTM1SAGE1_J055122.49-695351.8	112738054	1014500737	1542506782	1529267022	1633412901	87.843867	-69.897632	15.87	0.047	15.589	0.023	15.16	0.051	14.009	0.038	13.6	0.02	13.27	0.01	13.05	0.02	11.669	0.025	10.678	0.025	9.676	0.021	8.408	0.022	5.979	0.015					87.8440833	-69.8975139																																															192	HV 2862                  	MC J055122.52-695351.4	30.11540.16  	34			T2CEP-191 	34	O-PAGB (RV Tau)	05 51 22.58	-69 53 51.05				
284	SSTISAGEMA_J044555.34-705041.7	SSTM1SAGE1_J044555.34-705042.2	101975393	1000360052	1536422389	1529266488	0	71.480584	-70.84493	15.727	0.033	15.916	0.093	15.354	0.019	14.358	0.027	13.76	0.02	13.15	0.01	12.35	0.01	10.788	0.022	10.196	0.024	9.748	0.027	9.176	0.021	5.598	0.009																																																																				
2774	SSTISAGEMA_J045140.74-674456.9	SSTM1SAGE1_J045140.76-674457.1	102583235	1001099937	1536673858	1529265472	1616116251	72.919776	-67.749163	99.999	99.999	18.217	0.032	18.857	0.14	99.999	99.999	14.43	0.01	14.16	0.02	14.03	0.02	13.633	0.024	13.318	0.026	11.362	0.03	8.506	0.015	4.355	0.007																																																																				
2749	SSTISAGEMA_J045243.16-704737.3	SSTM1SAGE1_J045243.20-704737.5	102717788	1001259818	1536731355	1529270456	0	73.179874	-70.79371	16.835	0.037	16.569	0.079	15.712	0.019	14.665	0.028	14.01	0.01	13.46	0.01	13.1	0.01	11.778	0.023	11.145	0.026	10.561	0.023	9.628	0.02	7.413	0.033																																																																				
3363	SSTISAGEMA_J045330.05-691749.5	SSTM1SAGE1_J045330.16-691749.4	102827093	0	1536777084	1529264801	0	73.375236	-69.297099	13	0.044	14.398	0.032	14.267	0.041	12.791	0.224	99.999	99.999	99.999	99.999	99.999	99.999	11.914	0.075	11.164	0.045	10.038	0.038	8.015	0.027	1.858	0.005																																																																				
5452	SSTISAGEMA_J045444.13-701916.1	SSTM1SAGE1_J045444.16-701916.0	103004973	1001595626	1536853550	1529265400	0	73.683905	-70.32114	17.739	0.078	15.898	0.05	14.126	0.029	12.317	0.145	11	0.02	10.153	0.025	9.87	0.019	9.245	0.032	8.624	0.024	7.937	0.02	6.7	0.017	4.216	0.007																																																																				
4300	SSTISAGEMA_J045515.73-701742.1	SSTM1SAGE1_J045515.72-701742.2	122820473	1001688702	1536888023	1529267815	1613814676	73.815579	-70.295054	15.82	0.14	15.658	0.046	15.099	0.032	14.483	0.051	13.8	0.01	13.22	0.01	12.32	0.02	10.674	0.022	10.203	0.025	9.802	0.025	9.077	0.034	6.411	0.014																																																																				
4761	SSTISAGEMA_J045615.77-682042.3	SSTM1SAGE1_J045615.78-682043.4	103236228	1001874455	1536956663	1529274738	1614634180	74.065715	-68.345085	19.691	0.149	19.591	0.267	16.627	0.038	14.642	0.038	13.48	0.02	12.62	0.01	12.4	0.02	12.119	0.035	12.163	0.028	11.927	0.043	11.362	0.044	8.165	0.024																																																																				
5038	SSTISAGEMA_J045623.21-692749.0	SSTM1SAGE1_J045623.23-692749.1	103255101	1001898567	1536965303	1529269555	1613172834	74.09672	-69.463613	17.707	0.076	16.211	0.114	14.628	0.038	13.123	0.042	12.15	0.02	11.53	0.02	11.21	0.02	10.533	0.02	10.42	0.022	10.068	0.032	9.486	0.022	7.149	0.027																																																																				
5227	SSTISAGEMA_J045655.23-682732.9	SSTM1SAGE1_J045655.18-682733.2	119036249	1002001856	1537003695	1529267801	1615103545	74.230127	-68.459157	18.812	0.079	17.313	0.034	15.553	0.027	13.935	0.058	12.97	0.01	12.18	0.01	12	0.01	11.558	0.027	11.106	0.03	10.46	0.022	9.021	0.026	6.403	0.022																																																																				
7947	SSTISAGEMA_J050138.22-685831.6	SSTM1SAGE1_J050138.21-685831.5	116813423	1002891627	1537388421	1529265216	1612937319	75.409271	-68.975452	99.999	99.999	19.273	0.053	17.006	0.037	13.85	0.044	11.99	0.01	11.03	0.01	10.52	0.01	9.595	0.023	9.282	0.019	8.823	0.024	8.091	0.018	3.833	0.007																																																																				
8140	SSTISAGEMA_J050143.46-694048.4	SSTM1SAGE1_J050143.42-694048.7	113000154	1002909444	1537396307	1529272814	1613382707	75.431115	-69.68013	17.689	0.052	17.023	0.029	15.739	0.043	14.54	0.041	13.63	0.01	13	0.01	12.68	0.02	11.625	0.025	11.022	0.023	10.44	0.023	9.594	0.02	7.906	0.021																																																																				
9210	SSTISAGEMA_J050338.93-690158.6	SSTM1SAGE1_J050338.93-690158.6	118672136	1003309689	1537578008	1529266856	1609491003	75.912221	-69.032963	15.384	0.058	15.413	0.033	15.091	0.038	14.981	0.045	14.56	0.02	14.11	0.02	13.18	0.02	11.196	0.022	10.438	0.019	9.704	0.028	8.54	0.019	5.868	0.013																																																																				
9873	SSTISAGEMA_J050431.84-691741.4	SSTM1SAGE1_J050431.82-691741.6	121671386	1003501973	1537665316	1529269291	1609767566	76.132684	-69.29484	15.711	0.032	16.184	0.142	15.931	0.068	15.87	0.089	15.45	0.01	14.84	0.01	13.86	0.02	11.85	0.036	11.041	0.033	10.371	0.023	9.519	0.021	7.053	0.02																																																																				
52676	SSTISAGEMA_J050529.01-644609.1	SSTM1SAGE1_J050529.02-644609.0	0	0	1537762488	1529284223	0	76.3709	-64.769221	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	13.611	0.027	13.088	0.027	12.842	0.031	12.309	0.031	12.163	0.026	11.846	0.037	11.157	0.033	8.861	0.032																																																																				
11149	SSTISAGEMA_J050632.10-714229.8	SSTM1SAGE1_J050632.11-714229.9	113756013	1003955081	1537871387	1529265980	0	76.633787	-71.708305	14.801	0.037	14.717	0.029	14.298	0.023	13.78	0.042	13.46	0.01	13.33	0.01	13.24	0.02	12.989	0.025	12.827	0.03	11.441	0.029	9.192	0.028	5.107	0.009																																																																				
11719	SSTISAGEMA_J050733.83-692119.9	SSTM1SAGE1_J050733.86-692120.8	105188848	1004184673	1537980626	1529280024	1609172588	76.890983	-69.355529	99.999	99.999	18.603	0.036	16.313	0.05	14.581	0.04	13.23	0.02	12.46	0.01	12.18	0.01	11.957	0.037	12.054	0.028	11.899	0.038	11.197	0.04	8.626	0.038																																																																				
13706	SSTISAGEMA_J051036.77-662543.4	SSTM1SAGE1_J051036.76-662543.1	116183004	1004924207	1538314683	1529283834	0	77.653232	-66.428743	19.846	0.096	17.862	0.064	16.38	0.027	14.767	0.064	13.69	0.02	12.95	0.01	12.77	0.02	12.535	0.04	12.548	0.026	12.472	0.039	11.885	0.041	8.843	0.04																																																																				
18621	SSTISAGEMA_J051123.63-700157.4	SSTM1SAGE1_J051123.63-700157.4	116805202	1005112158	1538402522	1529265455	1606871635	77.84849	-70.032618	15.971	0.463	16.222	0.036	15.008	0.038	16.678	0.054	15.96	0.01	15.67	0.02	14.52	0.02	12.293	0.031	11.801	0.034	9.779	0.026	7.749	0.021	4.331	0.007																																																																				
14884	SSTISAGEMA_J051159.40-692532.9	SSTM1SAGE1_J051159.40-692532.5	122202986	1005261840	1538470192	1529266809	1606128628	77.997503	-69.425829	14.493	0.02	14.064	0.01	13.596	0.01	99.999	99.999	12.48	0.02	12.13	0.01	11.79	0.01	10.625	0.04	9.895	0.025	9.266	0.025	8.167	0.021	5.836	0.015																																																																				
126613	SSTISAGEMA_J051213.79-693537.1	SSTM1SAGE1_J051213.77-693537.1	0	1005322720	1538497573	1529265555	1606628104	78.057475	-69.593646	99.999	99.999	99.999	99.999	99.999	99.999	99.999	99.999	12.99	0.01	12.54	0.01	12.36	0.01	12.04	0.042	11.612	0.031	10.558	0.024	8.604	0.023	4.488	0.008																																																																				
16030	SSTISAGEMA_J051333.74-663418.9	SSTM1SAGE1_J051333.70-663419.0	113496487	1005649280	1538650549	1529267524	0	78.390589	-66.571935	12.984	0.011	13.612	0.093	11.39	0.177	11.961	0.036	11.73	0.01	11.48	0.01	11.03	0.01	9.728	0.022	9.19	0.014	8.685	0.018	7.897	0.016	6.271	0.014																																																																				
